text,type_text,away_score,home_score,period_number,scoring_play,score_value,coordinate_x,coordinate_y
LeBron James makes driving dunk (Russell Westbrook assists),Driving Dunk Shot,91,87,3,TRUE,2,25,0
LeBron James makes 26-foot three point jumper (Russell Westbrook assists),Jump Shot,103,101,4,TRUE,3,48,12
LeBron James makes 25-foot three pointer,Pullup Jump Shot,108,105,4,TRUE,3,13,22
LeBron James misses 34-foot three point pullup jump shot,Pullup Jump Shot,108,105,4,FALSE,0,22,34
LeBron James misses 13-foot two point shot,Fade Away Jump Shot,108,107,4,FALSE,0,12,2
LeBron James makes 25-foot three pointer,Pullup Jump Shot,117,113,4,TRUE,3,15,24
LeBron James makes two point shot,Driving Floating Bank Jump Shot,119,113,4,TRUE,2,22,0
LeBron James makes 5-foot two point shot,Turnaround Fade Away Jump Shot,122,116,4,TRUE,2,29,2
LeBron James makes 7-foot two point shot,Turnaround Fade Away Jump Shot,9,5,1,TRUE,2,22,6
LeBron James makes 16-foot two point shot,Fade Away Jump Shot,14,5,1,TRUE,2,26,16
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,14,7,1,FALSE,0,23,26
LeBron James misses 26-foot three point shot,Running Jump Shot,18,12,1,FALSE,0,42,19
LeBron James misses layup,Cutting Layup Shot,18,12,1,FALSE,0,27,2
LeBron James makes driving layup,Driving Layup Shot,31,21,2,TRUE,2,26,2
LeBron James makes alley oop layup (Russell Westbrook assists),Alley Oop Layup Shot,34,21,2,TRUE,2,32,3
LeBron James misses 16-foot two point shot,Turnaround Fade Away Jump Shot,34,21,2,FALSE,0,24,16
LeBron James misses three point jumper,Jump Shot,34,21,2,FALSE,0,25,28
LeBron James makes two point shot,Running Layup Shot,36,21,2,TRUE,2,26,2
LeBron James makes 4-foot two point shot,Driving Finger Roll Layup,38,24,2,TRUE,2,29,1
LeBron James makes two point shot (Austin Reaves assists),Running Finger Roll Layup,43,31,2,TRUE,2,23,1
LeBron James makes dunk (Austin Reaves assists),Running Alley Oop Dunk Shot,52,39,2,TRUE,2,25,2
LeBron James makes 20-foot step back jumpshot,Step Back Jump Shot,56,45,2,TRUE,2,13,16
LeBron James makes 7-foot two point shot,Fade Away Jump Shot,62,45,3,TRUE,2,18,2
LeBron James misses two point shot,Running Layup Shot,64,47,3,FALSE,0,24,1
LeBron James makes 18-foot step back jumpshot,Step Back Jump Shot,66,47,3,TRUE,2,13,13
LeBron James makes two point shot,Running Layup Shot,73,50,3,TRUE,2,23,2
LeBron James misses 19-foot pullup jump shot,Pullup Jump Shot,74,53,3,FALSE,0,17,17
LeBron James makes 1-foot alley oop dunk shot (Dennis Schroder assists),Alley Oop Dunk Shot,76,54,3,TRUE,2,24,1
LeBron James makes 7-foot driving floating jump shot (Thomas Bryant assists),Driving Floating Jump Shot,85,68,3,TRUE,2,20,6
LeBron James misses 26-foot step back jumpshot,Step Back Jump Shot,95,84,4,FALSE,0,11,22
LeBron James makes driving layup,Driving Layup Shot,101,88,4,TRUE,2,24,1
LeBron James misses 25-foot three point jumper,Jump Shot,101,91,4,FALSE,0,23,25
LeBron James misses 15-foot two point shot,Fade Away Jump Shot,107,96,4,FALSE,0,12,8
LeBron James makes 2-foot two point shot,Driving Finger Roll Layup,112,100,4,TRUE,2,27,2
LeBron James misses 18-foot two point shot,Fade Away Jump Shot,2,9,1,FALSE,0,40,11
LeBron James misses 6-foot two point shot,Driving Jump Shot Bank,6,12,1,FALSE,0,30,3
LeBron James makes two point shot,Running Layup Shot,13,20,1,TRUE,2,25,4
LeBron James makes two point shot (Russell Westbrook assists),Running Layup Shot,17,26,1,TRUE,2,27,5
LeBron James misses 27-foot three point pullup jump shot,Pullup Jump Shot,28,37,1,FALSE,0,10,23
LeBron James misses driving layup,Driving Layup Shot,30,45,2,FALSE,0,26,2
LeBron James makes two point shot,Running Layup Shot,30,47,2,TRUE,2,26,3
LeBron James makes layup (Russell Westbrook assists),Cutting Finger Roll Layup Shot,36,62,2,TRUE,2,26,3
LeBron James misses 26-foot three point jumper,Jump Shot,37,62,2,FALSE,0,34,24
LeBron James misses 19-foot two point shot,Fade Away Jump Shot,49,70,3,FALSE,0,6,4
LeBron James misses 26-foot three point jumper,Jump Shot,57,73,3,FALSE,0,9,20
LeBron James misses 26-foot three point jumper,Jump Shot,59,76,3,FALSE,0,41,21
LeBron James makes 27-foot three point jumper (Russell Westbrook assists),Jump Shot,66,81,3,TRUE,3,23,27
LeBron James makes two point shot,Running Layup Shot,71,88,3,TRUE,2,25,4
LeBron James misses 17-foot step back jumpshot,Step Back Jump Shot,85,98,4,FALSE,0,22,17
LeBron James makes layup,Layup Shot,90,106,4,TRUE,2,25,3
LeBron James makes layup,Layup Shot,90,108,4,TRUE,2,26,2
LeBron James makes dunk,Running Dunk Shot,92,113,4,TRUE,2,25,2
LeBron James makes 3-foot dunk (Wenyen Gabriel assists),Cutting Dunk Shot,96,115,4,TRUE,2,26,3
LeBron James misses two point shot,Layup Driving Reverse,7,4,1,FALSE,0,24,1
LeBron James makes 25-foot three pointer (Patrick Beverley assists),Pullup Jump Shot,17,13,1,TRUE,3,18,24
LeBron James misses 25-foot three point pullup jump shot,Pullup Jump Shot,17,16,1,FALSE,0,12,21
LeBron James misses 25-foot three point jumper,Jump Shot,17,16,1,FALSE,0,21,25
LeBron James misses layup,Cutting Layup Shot,37,40,2,FALSE,0,20,2
LeBron James makes 6-foot two point shot,Pullup Bank Jump Shot,41,46,2,TRUE,2,29,5
LeBron James makes 10-foot two point shot,Turnaround Fade Away Jump Shot,44,46,2,TRUE,2,26,10
LeBron James misses 12-foot two point shot,Turnaround Fade Away Jump Shot,44,46,2,FALSE,0,27,12
LeBron James makes 1-foot dunk (Russell Westbrook assists),Running Dunk Shot,48,46,2,TRUE,2,26,1
LeBron James misses 24-foot three point jumper,Jump Shot,50,50,2,FALSE,0,49,1
LeBron James makes driving layup,Driving Layup Shot,52,54,2,TRUE,2,23,1
LeBron James misses driving layup,Driving Layup Shot,52,60,2,FALSE,0,28,1
LeBron James makes 2-foot layup (Russell Westbrook assists),Cutting Layup Shot,64,64,2,TRUE,2,24,1
LeBron James misses layup,Layup Shot,66,66,2,FALSE,0,28,3
LeBron James misses three point jumper,Jump Shot,75,78,3,FALSE,0,2,0
Domantas Sabonis blocks LeBron James's driving layup,Driving Layup Shot,75,81,3,FALSE,0,27,0
LeBron James makes 2-foot driving dunk,Driving Dunk Shot,79,81,3,TRUE,2,26,1
LeBron James makes driving layup (Russell Westbrook assists),Driving Layup Shot,87,90,3,TRUE,2,22,2
LeBron James misses driving floating jump shot,Driving Floating Jump Shot,96,97,3,FALSE,0,23,4
LeBron James makes 2-foot dunk (Russell Westbrook assists),Running Alley Oop Dunk Shot,98,97,3,TRUE,2,26,2
LeBron James makes driving layup,Driving Layup Shot,109,109,3,TRUE,2,23,2
LeBron James misses 26-foot three point jumper,Jump Shot,113,111,4,FALSE,0,21,26
LeBron James makes driving layup,Driving Layup Shot,117,111,4,TRUE,2,27,1
LeBron James makes driving layup,Driving Layup Shot,122,113,4,TRUE,2,23,2
LeBron James misses driving layup,Driving Layup Shot,126,126,4,FALSE,0,21,3
LeBron James makes 7-foot hook shot,Hook Shot,128,128,4,TRUE,2,24,7
LeBron James misses two point shot,Fade Away Jump Shot,130,130,4,FALSE,0,39,0
LeBron James makes driving layup,Driving Layup Shot,132,132,4,TRUE,2,27,1
LeBron James makes driving layup,Driving Layup Shot,0,2,1,TRUE,2,25,3
LeBron James misses two point shot,Driving Floating Bank Jump Shot,4,2,1,FALSE,0,19,2
Spencer Dinwiddie blocks LeBron James 's 6-foot two point shot,Running Layup Shot,4,2,1,FALSE,0,21,4
LeBron James makes two point shot,Layup Shot Putback,4,4,1,TRUE,2,25,4
Christian Wood blocks LeBron James 's 4-foot driving layup,Driving Layup Shot,19,10,1,FALSE,0,29,2
LeBron James misses 29-foot three point pullup jump shot,Pullup Jump Shot,40,27,2,FALSE,0,15,27
LeBron James makes two point shot,Running Layup Shot,40,32,2,TRUE,2,24,3
LeBron James makes two point shot,Driving Finger Roll Layup,43,34,2,TRUE,2,25,3
LeBron James misses driving floating jump shot,Driving Floating Jump Shot,43,34,2,FALSE,0,28,8
LeBron James misses layup,Layup Shot,55,46,2,FALSE,0,27,3
LeBron James misses 20-foot pullup jump shot,Pullup Jump Shot,65,52,3,FALSE,0,14,16
LeBron James makes tip shot,Tip Shot,71,59,3,TRUE,2,25,0
LeBron James makes two point shot (Dennis Schroder assists),Running Layup Shot,73,63,3,TRUE,2,25,2
LeBron James misses driving layup,Driving Layup Shot,77,63,3,FALSE,0,25,7
LeBron James misses 24-foot step back jumpshot,Step Back Jump Shot,79,70,3,FALSE,0,1,4
Luka Doncic blocks LeBron James 's 10-foot driving layup,Driving Layup Shot,81,72,3,FALSE,0,28,10
LeBron James makes layup,Layup Shot,81,74,3,TRUE,2,25,4
LeBron James misses two point shot,Running Layup Shot,89,87,4,FALSE,0,27,1
LeBron James makes two point shot,Layup Shot Putback,91,89,4,TRUE,2,25,1
LeBron James misses 26-foot three point jumper,Jump Shot,93,89,4,FALSE,0,17,25
LeBron James makes tip shot,Tip Shot,95,91,4,TRUE,2,25,0
Spencer Dinwiddie blocks LeBron James's two point shot,Layup Shot Putback,98,99,4,FALSE,0,25,2
LeBron James misses 28-foot step back jumpshot,Step Back Jump Shot,108,108,5,FALSE,0,12,25
Christian Wood blocks LeBron James 's 2-foot two point shot,Layup Driving Reverse,108,108,5,FALSE,0,23,1
LeBron James misses 28-foot three point pullup jump shot,Pullup Jump Shot,110,108,6,FALSE,0,11,24
Christian Wood blocks LeBron James 's 4-foot layup,Layup Shot,116,113,6,FALSE,0,22,3
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,118,115,6,FALSE,0,42,19
LeBron James misses 31-foot three point jumper,Jump Shot,119,115,6,FALSE,0,22,31
LeBron James makes driving layup,Driving Layup Shot,0,2,1,TRUE,2,18,4
LeBron James misses 24-foot three point jumper,Jump Shot,3,2,1,FALSE,0,4,12
LeBron James makes two point shot,Driving Finger Roll Layup,7,6,1,TRUE,2,25,2
LeBron James makes 15-foot two point shot,Turnaround Fade Away Jump Shot,7,8,1,TRUE,2,21,15
LeBron James makes 20-foot jumper (Juan Toscano-Anderson assists),Jump Shot,10,10,1,TRUE,2,44,5
LeBron James makes two point shot,Running Layup Shot,12,14,1,TRUE,2,25,1
LeBron James makes 20-foot jumper (Russell Westbrook assists),Jump Shot,17,20,1,TRUE,2,22,20
LeBron James makes layup (Kendrick Nunn assists),Cutting Finger Roll Layup Shot,29,28,1,TRUE,2,25,2
LeBron James makes layup (Russell Westbrook assists),Layup Shot,31,30,1,TRUE,2,25,0
LeBron James misses running pullup jump shot,Running Pullup Jump Shot,40,43,2,FALSE,0,31,16
LeBron James makes dunk (Russell Westbrook assists),Running Alley Oop Dunk Shot,57,54,2,TRUE,2,25,1
LeBron James makes 2-foot layup (Russell Westbrook assists),Cutting Layup Shot,57,56,2,TRUE,2,26,1
LeBron James misses running pullup jump shot,Running Pullup Jump Shot,63,61,3,FALSE,0,20,26
LeBron James makes 25-foot three pointer,Pullup Jump Shot,67,64,3,TRUE,3,43,17
LeBron James makes 17-foot two point shot,Fade Away Jump Shot,69,69,3,TRUE,2,33,15
LeBron James misses 22-foot jumper,Jump Shot,86,81,3,FALSE,0,8,14
LeBron James misses 26-foot three point jumper,Jump Shot,88,85,4,FALSE,0,22,26
LeBron James makes driving layup,Driving Layup Shot,88,90,4,TRUE,2,26,0
LeBron James misses layup,Cutting Layup Shot,88,90,4,FALSE,0,25,0
LeBron James misses 25-foot three point jumper,Jump Shot,89,90,4,FALSE,0,41,19
LeBron James makes driving dunk,Driving Dunk Shot,91,92,4,TRUE,2,26,0
LeBron James makes 19-foot jumper,Jump Shot,106,105,4,TRUE,2,18,18
LeBron James misses 18-foot step back jumpshot,Step Back Jump Shot,106,107,4,FALSE,0,15,16
LeBron James makes 26-foot three point jumper (Dennis Schroder assists),Jump Shot,4,8,1,TRUE,3,41,20
LeBron James makes two point shot,Layup Driving Reverse,10,13,1,TRUE,2,25,5
LeBron James misses 13-foot two point shot,Fade Away Jump Shot,10,13,1,FALSE,0,20,12
LeBron James makes driving layup,Driving Layup Shot,18,18,1,TRUE,2,26,2
Kenyon Martin Jr. blocks LeBron James 's 3-foot two point shot,Running Layup Shot,35,38,2,FALSE,0,23,2
LeBron James misses layup,Running Alley Oop Layup Shot,35,40,2,FALSE,0,25,2
LeBron James makes tip shot,Tip Shot,35,42,2,TRUE,2,25,0
LeBron James makes 27-foot three pointer,Pullup Jump Shot,39,52,2,TRUE,3,36,25
LeBron James misses 20-foot two point shot,Fade Away Jump Shot,46,54,2,FALSE,0,43,9
LeBron James makes two point shot,Running Layup Shot,60,70,2,TRUE,2,24,3
LeBron James makes 2-foot driving dunk,Driving Dunk Shot,60,73,2,TRUE,2,26,2
LeBron James makes 17-foot two point shot,Fade Away Jump Shot,63,75,3,TRUE,2,22,17
LeBron James makes 25-foot running pullup jump shot,Running Pullup Jump Shot,71,81,3,TRUE,3,30,25
LeBron James makes 28-foot running pullup jump shot,Running Pullup Jump Shot,71,84,3,TRUE,3,12,25
LeBron James misses 28-foot three point pullup jump shot,Pullup Jump Shot,73,84,3,FALSE,0,9,24
LeBron James misses 14-foot two point shot,Fade Away Jump Shot,75,88,3,FALSE,0,39,2
LeBron James makes driving layup,Driving Layup Shot,81,95,3,TRUE,2,24,4
LeBron James makes 26-foot three point shot (Kendrick Nunn assists),Running Jump Shot,98,111,4,TRUE,3,41,20
LeBron James misses 28-foot three point jumper,Jump Shot,100,111,4,FALSE,0,41,23
LeBron James makes 3-foot two point shot (Juan Toscano-Anderson assists),Driving Floating Bank Jump Shot,100,113,4,TRUE,2,26,3
LeBron James misses 26-foot step back jumpshot,Step Back Jump Shot,107,117,4,FALSE,0,38,22
LeBron James misses 26-foot step back jumpshot,Step Back Jump Shot,111,119,4,FALSE,0,16,24
LeBron James makes 8-foot two point shot,Fade Away Jump Shot,116,121,4,TRUE,2,21,7
LeBron James makes 18-foot pullup jump shot,Pullup Jump Shot,124,129,4,TRUE,2,34,16
LeBron James misses 27-foot three point pullup jump shot,Pullup Jump Shot,129,131,4,FALSE,0,8,22
LeBron James makes 17-foot two point shot,Pullup Bank Jump Shot,131,135,4,TRUE,2,38,12
LeBron James makes 19-foot pullup jump shot (Thomas Bryant assists),Pullup Jump Shot,0,2,1,TRUE,2,26,19
LeBron James makes 26-foot three point jumper (Thomas Bryant assists),Jump Shot,2,5,1,TRUE,3,5,16
LeBron James makes driving layup,Driving Layup Shot,9,15,1,TRUE,2,28,2
LeBron James misses 26-foot three point jumper,Jump Shot,11,15,1,FALSE,0,39,23
LeBron James makes dunk (Troy Brown Jr. assists),Running Dunk Shot,16,19,1,TRUE,2,25,4
LeBron James makes driving layup (Russell Westbrook assists),Driving Layup Shot,30,41,2,TRUE,2,27,2
LeBron James misses 12-foot two point shot,Fade Away Jump Shot,32,41,2,FALSE,0,23,12
LeBron James makes 18-foot jumper,Jump Shot,32,43,2,TRUE,2,13,13
LeBron James misses 26-foot three point jumper,Jump Shot,45,49,2,FALSE,0,40,22
LeBron James misses 21-foot pullup jump shot,Pullup Jump Shot,45,51,2,FALSE,0,33,20
LeBron James misses three point jumper,Jump Shot,57,56,2,FALSE,0,25,28
LeBron James makes two point shot (Troy Brown Jr. assists),Running Layup Shot,63,62,3,TRUE,2,27,1
LeBron James makes 18-foot jumper (Dennis Schroder assists),Jump Shot,65,64,3,TRUE,2,27,18
LeBron James makes 24-foot three point jumper (Troy Brown Jr. assists),Jump Shot,74,72,3,TRUE,3,48,6
LeBron James misses 27-foot three point shot,Fade Away Jump Shot,74,72,3,FALSE,0,18,26
LeBron James misses 17-foot jumper,Jump Shot,77,72,3,FALSE,0,39,9
LeBron James makes 15-foot two point shot,Turnaround Fade Away Jump Shot,81,74,3,TRUE,2,37,8
LeBron James misses 16-foot two point shot,Turnaround Fade Away Jump Shot,84,74,3,FALSE,0,9,3
LeBron James misses 26-foot three point jumper,Jump Shot,97,94,4,FALSE,0,11,22
Chimezie Metu blocks LeBron James 's 2-foot two point shot,Running Layup Shot,98,97,4,FALSE,0,27,2
LeBron James misses 22-foot step back jumpshot,Step Back Jump Shot,101,101,4,FALSE,0,6,11
LeBron James misses 24-foot three point jumper,Jump Shot,106,103,4,FALSE,0,48,8
LeBron James misses two point shot,Driving Finger Roll Layup,108,103,4,FALSE,0,27,1
LeBron James makes two point shot,Driving Finger Roll Layup,108,107,4,TRUE,2,25,3
LeBron James misses 26-foot step back jumpshot,Step Back Jump Shot,111,108,4,FALSE,0,40,21
LeBron James misses 28-foot three point jumper,Jump Shot,0,0,1,FALSE,0,12,25
LeBron James misses 10-foot pullup jump shot,Pullup Jump Shot,2,0,1,FALSE,0,20,9
LeBron James makes 17-foot two point shot,Turnaround Fade Away Jump Shot,7,6,1,TRUE,2,36,14
LeBron James makes 23-foot three point jumper (Dennis Schroder assists),Jump Shot,9,12,1,TRUE,3,48,2
LeBron James makes two point shot (Russell Westbrook assists),Running Layup Shot,9,14,1,TRUE,2,25,2
LeBron James misses running pullup jump shot,Running Pullup Jump Shot,23,26,1,FALSE,0,16,27
LeBron James misses 17-foot pullup jump shot,Pullup Jump Shot,26,27,2,FALSE,0,21,16
LeBron James misses 20-foot jumper,Jump Shot,28,27,2,FALSE,0,19,19
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,30,27,2,FALSE,0,37,23
Brandon Clarke blocks LeBron James 's 4-foot driving layup,Driving Layup Shot,32,27,2,FALSE,0,24,3
LeBron James makes finger roll layup,Finger Roll Layup,41,38,2,TRUE,2,25,4
LeBron James makes driving layup,Driving Layup Shot,49,47,2,TRUE,2,22,2
LeBron James misses 14-foot two point shot,Turnaround Fade Away Jump Shot,53,49,2,FALSE,0,31,13
LeBron James misses two point shot,Running Layup Shot,60,57,3,FALSE,0,26,4
LeBron James makes two point shot,Layup Shot Putback,66,65,3,TRUE,2,24,2
LeBron James misses driving layup,Driving Layup Shot,70,65,3,FALSE,0,26,4
LeBron James misses driving layup,Driving Layup Shot,88,75,3,FALSE,0,25,4
Jaren Jackson Jr. blocks LeBron James 's 3-foot driving layup,Driving Layup Shot,103,97,4,FALSE,0,27,3
LeBron James makes driving layup (Dennis Schroder assists),Driving Layup Shot,112,106,4,TRUE,2,27,3
LeBron James makes tip shot,Tip Shot,118,115,4,TRUE,2,25,0
LeBron James misses 29-foot three point jumper,Jump Shot,118,115,4,FALSE,0,30,29
LeBron James makes dunk (Dennis Schroder assists),Cutting Dunk Shot,2,0,1,TRUE,2,26,0
LeBron James makes 30-foot running pullup jump shot,Running Pullup Jump Shot,10,2,1,TRUE,3,24,30
LeBron James makes running pullup jump shot,Running Pullup Jump Shot,13,2,1,TRUE,3,25,30
LeBron James misses 31-foot three point jumper,Jump Shot,18,9,1,FALSE,0,11,28
LeBron James makes 17-foot two point shot,Fade Away Jump Shot,20,9,1,TRUE,2,18,15
LeBron James misses two point shot,Driving Floating Bank Jump Shot,20,11,1,FALSE,0,30,1
LeBron James misses 15-foot two point shot,Fade Away Jump Shot,22,14,1,FALSE,0,35,11
LeBron James makes 14-foot two point shot,Fade Away Bank Jump Shot,32,26,1,TRUE,2,13,8
LeBron James makes 6-foot two point shot,Driving Floating Bank Jump Shot,35,26,2,TRUE,2,30,4
LeBron James misses 25-foot three point pullup jump shot,Pullup Jump Shot,38,36,2,FALSE,0,39,21
LeBron James misses 16-foot two point shot,Turnaround Fade Away Jump Shot,38,36,2,FALSE,0,9,1
LeBron James makes 2-foot layup (Dennis Schroder assists),Cutting Layup Shot,40,42,2,TRUE,2,27,1
LeBron James misses 27-foot step back jumpshot,Step Back Jump Shot,46,71,2,FALSE,0,14,25
LeBron James misses 29-foot three point jumper,Jump Shot,47,71,3,FALSE,0,13,26
LeBron James misses 10-foot two point shot,Turnaround Fade Away Jump Shot,49,71,3,FALSE,0,16,3
LeBron James makes alley oop layup (Patrick Beverley assists),Alley Oop Layup Shot,51,73,3,TRUE,2,24,0
LeBron James misses 27-foot three point jumper,Jump Shot,55,78,3,FALSE,0,7,21
LeBron James makes dunk (Dennis Schroder assists),Running Alley Oop Dunk Shot,62,79,3,TRUE,2,25,1
LeBron James makes layup (Dennis Schroder assists),Layup Shot,64,79,3,TRUE,2,28,1
LeBron James makes two point shot,Running Layup Shot,74,81,3,TRUE,2,25,0
LeBron James makes two point shot,Layup Driving Reverse,80,88,3,TRUE,2,25,0
LeBron James makes two point shot,Running Layup Shot,82,88,3,TRUE,2,27,1
LeBron James misses 9-foot two point shot,Fade Away Jump Shot,84,88,3,FALSE,0,16,1
LeBron James makes 8-foot two point shot,Turnaround Bank Jump Shot,112,105,4,TRUE,2,18,3
LeBron James misses 14-foot two point shot,Fade Away Jump Shot,2,0,1,FALSE,0,18,12
LeBron James makes two point shot,Running Layup Shot,9,2,1,TRUE,2,23,2
LeBron James makes 26-foot three pointer,Pullup Jump Shot,17,13,1,TRUE,3,35,24
LeBron James misses 29-foot step back jumpshot,Step Back Jump Shot,20,13,1,FALSE,0,31,28
LeBron James makes 6-foot driving floating jump shot,Driving Floating Jump Shot,37,32,2,TRUE,2,23,6
LeBron James makes 27-foot three point jumper (Russell Westbrook assists),Jump Shot,44,36,2,TRUE,3,8,21
Ivica Zubac blocks LeBron James's driving layup,Driving Layup Shot,51,39,2,FALSE,0,25,4
LeBron James makes 27-foot three point jumper (Russell Westbrook assists),Jump Shot,67,50,2,TRUE,3,11,23
LeBron James misses 25-foot three point jumper,Jump Shot,71,51,2,FALSE,0,13,23
LeBron James makes 28-foot three pointer,Pullup Jump Shot,74,54,2,TRUE,3,13,25
LeBron James misses layup,Cutting Layup Shot,77,54,3,FALSE,0,23,4
LeBron James makes tip shot,Tip Shot,77,56,3,TRUE,2,25,0
LeBron James misses 26-foot three point pullup jump shot,Pullup Jump Shot,81,59,3,FALSE,0,19,25
LeBron James makes layup (Patrick Beverley assists),Cutting Finger Roll Layup Shot,81,61,3,TRUE,2,25,3
Kawhi Leonard blocks LeBron James 's 5-foot driving layup,Driving Layup Shot,85,64,3,FALSE,0,27,4
LeBron James makes 25-foot three pointer (Troy Brown Jr. assists),Pullup Jump Shot,85,67,3,TRUE,3,48,10
LeBron James makes 27-foot three point jumper (Patrick Beverley assists),Jump Shot,88,72,3,TRUE,3,48,14
LeBron James misses 26-foot three point jumper,Jump Shot,90,74,3,FALSE,0,40,21
Robert Covington blocks LeBron James's driving layup,Driving Layup Shot,90,74,3,FALSE,0,26,1
LeBron James makes 2-foot layup (Russell Westbrook assists),Cutting Layup Shot,90,76,3,TRUE,2,26,2
Paul George blocks LeBron James 's 19-foot two point shot,Fade Away Jump Shot,100,82,4,FALSE,0,6,2
LeBron James makes 27-foot three point jumper (Troy Brown Jr. assists),Jump Shot,103,85,4,TRUE,3,40,23
LeBron James makes 26-foot three pointer,Pullup Jump Shot,105,90,4,TRUE,3,22,26
LeBron James misses finger roll layup,Finger Roll Layup,109,93,4,FALSE,0,27,5
LeBron James makes 2-foot driving dunk,Driving Dunk Shot,111,95,4,TRUE,2,26,2
LeBron James makes 3-foot dunk,Running Dunk Shot,111,97,4,TRUE,2,24,3
LeBron James makes 26-foot three point jumper,Jump Shot,113,103,4,TRUE,3,37,23
LeBron James misses driving layup,Driving Layup Shot,113,103,4,FALSE,0,25,4
LeBron James misses 27-foot three point pullup jump shot,Pullup Jump Shot,116,103,4,FALSE,0,43,20
LeBron James makes two point shot (Dennis Schroder assists),Running Finger Roll Layup,5,8,1,TRUE,2,24,2
LeBron James misses two point shot,Layup Driving Reverse,13,15,1,FALSE,0,21,3
LeBron James misses two point shot,Running Layup Shot,17,15,1,FALSE,0,27,2
LeBron James makes 15-foot jumper (Russell Westbrook assists),Jump Shot,32,27,2,TRUE,2,37,9
LeBron James misses 27-foot three point jumper,Jump Shot,39,32,2,FALSE,0,26,27
LeBron James makes 1-foot dunk (Dennis Schroder assists),Cutting Dunk Shot,42,34,2,TRUE,2,24,1
LeBron James makes 19-foot running pullup jump shot,Running Pullup Jump Shot,44,38,2,TRUE,2,16,16
LeBron James makes two point shot,Running Layup Shot,44,40,2,TRUE,2,27,5
LeBron James misses two point shot,Fade Away Jump Shot,54,49,2,FALSE,0,25,11
LeBron James makes 20-foot jumper (Dennis Schroder assists),Jump Shot,56,55,3,TRUE,2,34,18
LeBron James misses 26-foot three point jumper,Jump Shot,58,55,3,FALSE,0,27,26
LeBron James misses 26-foot three point jumper,Jump Shot,60,57,3,FALSE,0,18,25
LeBron James misses two point shot,Layup Running Reverse,62,64,3,FALSE,0,26,3
LeBron James misses 27-foot three point jumper,Jump Shot,85,81,4,FALSE,0,41,22
LeBron James misses 4-foot two point shot,Driving Jump Shot Bank,85,84,4,FALSE,0,29,1
LeBron James misses driving floating jump shot,Driving Floating Jump Shot,87,86,4,FALSE,0,27,6
LeBron James makes two point shot,Fade Away Jump Shot,87,88,4,TRUE,2,25,9
LeBron James makes 26-foot three point jumper (Rui Hachimura assists),Jump Shot,89,91,4,TRUE,3,39,22
LeBron James misses 19-foot step back jumpshot,Step Back Jump Shot,89,99,4,FALSE,0,12,14
LeBron James misses 28-foot three point jumper,Jump Shot,95,107,4,FALSE,0,31,28
LeBron James misses 28-foot three point pullup jump shot,Pullup Jump Shot,3,0,1,FALSE,0,17,27
LeBron James makes driving layup,Driving Layup Shot,5,0,1,TRUE,2,31,2
LeBron James makes two point shot,Layup Driving Reverse,7,4,1,TRUE,2,23,1
LeBron James makes 32-foot three point jumper,Jump Shot,12,9,1,TRUE,3,16,30
LeBron James misses 21-foot jumper,Jump Shot,14,13,1,FALSE,0,36,18
Jaylen Brown blocks LeBron James 's 2-foot driving layup,Driving Layup Shot,14,16,1,FALSE,0,27,1
LeBron James makes driving layup (Russell Westbrook assists),Driving Layup Shot,16,16,1,TRUE,2,28,1
LeBron James makes dunk (Rui Hachimura assists),Cutting Dunk Shot,33,36,2,TRUE,2,25,0
LeBron James misses 21-foot pullup jump shot,Pullup Jump Shot,37,36,2,FALSE,0,30,20
LeBron James misses 18-foot jumper,Jump Shot,43,43,2,FALSE,0,26,18
LeBron James makes three point jumper (Dennis Schroder assists),Jump Shot,46,45,2,TRUE,3,25,26
LeBron James misses 28-foot three point jumper,Jump Shot,46,45,2,FALSE,0,21,28
Jayson Tatum blocks LeBron James 's 9-foot driving layup,Driving Layup Shot,54,54,3,FALSE,0,30,7
LeBron James makes 28-foot three point jumper (Patrick Beverley assists),Jump Shot,59,56,3,TRUE,3,30,28
LeBron James makes 27-foot three point shot (Patrick Beverley assists),Running Jump Shot,65,56,3,TRUE,3,8,21
LeBron James makes dunk (Troy Brown Jr. assists),Running Dunk Shot,67,56,3,TRUE,2,25,3
LeBron James misses 27-foot three point jumper,Jump Shot,67,59,3,FALSE,0,9,22
LeBron James misses 21-foot jumper,Jump Shot,67,59,3,FALSE,0,16,19
LeBron James misses driving layup,Driving Layup Shot,69,62,3,FALSE,0,15,7
LeBron James makes two point shot,Layup Shot Putback,71,62,3,TRUE,2,26,3
LeBron James misses 26-foot step back jumpshot,Step Back Jump Shot,81,81,4,FALSE,0,2,10
LeBron James makes 28-foot three point shot (Dennis Schroder assists),Running Jump Shot,89,83,4,TRUE,3,26,28
LeBron James misses 27-foot three point pullup jump shot,Pullup Jump Shot,89,83,4,FALSE,0,9,21
LeBron James makes 25-foot three point jumper (Anthony Davis assists),Jump Shot,99,98,4,TRUE,3,40,20
LeBron James misses driving layup,Driving Layup Shot,105,105,4,FALSE,0,23,3
LeBron James makes driving layup,Driving Layup Shot,107,107,5,TRUE,2,28,2
